T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,
,,,,
YEAR ,REGION,COUNTY,GRADE,ENROLLMENT
2014-2015,14,STEPHENS COUNTY,Grade  6,95
2014-2015,14,STEPHENS COUNTY,Grade  7,108
2014-2015,14,STEPHENS COUNTY,Grade  8,100
2014-2015,14,STEPHENS COUNTY,Grade  9,128
2014-2015,14,STEPHENS COUNTY,Grade 10,93
2014-2015,14,STEPHENS COUNTY,Grade 11,78
2014-2015,14,STEPHENS COUNTY,Grade 12,81
2014-2015,15,STERLING COUNTY,Early Education,-9999999
2014-2015,15,STERLING COUNTY,Kindergarten,39
2014-2015,15,STERLING COUNTY,Grade  1,24
2014-2015,15,STERLING COUNTY,Grade  2,27
2014-2015,15,STERLING COUNTY,Grade  3,31
2014-2015,15,STERLING COUNTY,Grade  4,30
2014-2015,15,STERLING COUNTY,Grade  5,20
2014-2015,15,STERLING COUNTY,Grade  6,27
2014-2015,15,STERLING COUNTY,Grade  7,20
2014-2015,15,STERLING COUNTY,Grade  8,22
2014-2015,15,STERLING COUNTY,Grade  9,25
2014-2015,15,STERLING COUNTY,Grade 10,17
2014-2015,15,STERLING COUNTY,Grade 11,20
2014-2015,15,STERLING COUNTY,Grade 12,23
2014-2015,14,STONEWALL COUNTY,Early Education,-9999999
2014-2015,14,STONEWALL COUNTY,Pre-kindergarten,22
2014-2015,14,STONEWALL COUNTY,Kindergarten,12
2014-2015,14,STONEWALL COUNTY,Grade  1,18
2014-2015,14,STONEWALL COUNTY,Grade  2,19
2014-2015,14,STONEWALL COUNTY,Grade  3,22
2014-2015,14,STONEWALL COUNTY,Grade  4,15
2014-2015,14,STONEWALL COUNTY,Grade  5,21
2014-2015,14,STONEWALL COUNTY,Grade  6,22
2014-2015,14,STONEWALL COUNTY,Grade  7,20
2014-2015,14,STONEWALL COUNTY,Grade  8,16
2014-2015,14,STONEWALL COUNTY,Grade  9,12
2014-2015,14,STONEWALL COUNTY,Grade 10,17
2014-2015,14,STONEWALL COUNTY,Grade 11,25
2014-2015,14,STONEWALL COUNTY,Grade 12,8
2014-2015,15,SUTTON COUNTY,Early Education,-9999999
2014-2015,15,SUTTON COUNTY,Pre-kindergarten,49
2014-2015,15,SUTTON COUNTY,Kindergarten,77
2014-2015,15,SUTTON COUNTY,Grade  1,64
2014-2015,15,SUTTON COUNTY,Grade  2,55
2014-2015,15,SUTTON COUNTY,Grade  3,65
2014-2015,15,SUTTON COUNTY,Grade  4,63
2014-2015,15,SUTTON COUNTY,Grade  5,68
2014-2015,15,SUTTON COUNTY,Grade  6,57
2014-2015,15,SUTTON COUNTY,Grade  7,76
2014-2015,15,SUTTON COUNTY,Grade  8,76
2014-2015,15,SUTTON COUNTY,Grade  9,59
2014-2015,15,SUTTON COUNTY,Grade 10,85
2014-2015,15,SUTTON COUNTY,Grade 11,62
2014-2015,15,SUTTON COUNTY,Grade 12,62
2014-2015,16,SWISHER COUNTY,Early Education,6
2014-2015,16,SWISHER COUNTY,Pre-kindergarten,82
2014-2015,16,SWISHER COUNTY,Kindergarten,106
2014-2015,16,SWISHER COUNTY,Grade  1,114
2014-2015,16,SWISHER COUNTY,Grade  2,127
2014-2015,16,SWISHER COUNTY,Grade  3,110
2014-2015,16,SWISHER COUNTY,Grade  4,135
2014-2015,16,SWISHER COUNTY,Grade  5,124
2014-2015,16,SWISHER COUNTY,Grade  6,115
2014-2015,16,SWISHER COUNTY,Grade  7,110
2014-2015,16,SWISHER COUNTY,Grade  8,118
2014-2015,16,SWISHER COUNTY,Grade  9,116
2014-2015,16,SWISHER COUNTY,Grade 10,115
2014-2015,16,SWISHER COUNTY,Grade 11,100
2014-2015,16,SWISHER COUNTY,Grade 12,88
2014-2015,11,TARRANT COUNTY,Early Education,1325
2014-2015,11,TARRANT COUNTY,Pre-kindergarten,13641
2014-2015,11,TARRANT COUNTY,Kindergarten,26351
2014-2015,11,TARRANT COUNTY,Grade  1,28093
2014-2015,11,TARRANT COUNTY,Grade  2,27909
2014-2015,11,TARRANT COUNTY,Grade  3,27351
2014-2015,11,TARRANT COUNTY,Grade  4,26803
2014-2015,11,TARRANT COUNTY,Grade  5,26827
2014-2015,11,TARRANT COUNTY,Grade  6,26347
2014-2015,11,TARRANT COUNTY,Grade  7,25870
2014-2015,11,TARRANT COUNTY,Grade  8,26505
2014-2015,11,TARRANT COUNTY,Grade  9,28970
2014-2015,11,TARRANT COUNTY,Grade 10,25317
2014-2015,11,TARRANT COUNTY,Grade 11,23238
2014-2015,11,TARRANT COUNTY,Grade 12,21286
2014-2015,14,TAYLOR COUNTY,Early Education,219
2014-2015,14,TAYLOR COUNTY,Pre-kindergarten,1031
2014-2015,14,TAYLOR COUNTY,Kindergarten,2781
2014-2015,14,TAYLOR COUNTY,Grade  1,3012
2014-2015,14,TAYLOR COUNTY,Grade  2,2839
2014-2015,14,TAYLOR COUNTY,Grade  3,2965
2014-2015,14,TAYLOR COUNTY,Grade  4,3009
2014-2015,14,TAYLOR COUNTY,Grade  5,2921
2014-2015,14,TAYLOR COUNTY,Grade  6,2947
2014-2015,14,TAYLOR COUNTY,Grade  7,2903
2014-2015,14,TAYLOR COUNTY,Grade  8,3092
2014-2015,14,TAYLOR COUNTY,Grade  9,3355
2014-2015,14,TAYLOR COUNTY,Grade 10,2691
2014-2015,14,TAYLOR COUNTY,Grade 11,2276
2014-2015,14,TAYLOR COUNTY,Grade 12,1792
2014-2015,18,TERRELL COUNTY,Pre-kindergarten,12
2014-2015,18,TERRELL COUNTY,Kindergarten,13
2014-2015,18,TERRELL COUNTY,Grade  1,9
2014-2015,18,TERRELL COUNTY,Grade  2,10
2014-2015,18,TERRELL COUNTY,Grade  3,9
2014-2015,18,TERRELL COUNTY,Grade  4,8
2014-2015,18,TERRELL COUNTY,Grade  5,9
2014-2015,18,TERRELL COUNTY,Grade  6,11
2014-2015,18,TERRELL COUNTY,Grade  7,10
2014-2015,18,TERRELL COUNTY,Grade  8,9
2014-2015,18,TERRELL COUNTY,Grade  9,16
2014-2015,18,TERRELL COUNTY,Grade 10,9
2014-2015,18,TERRELL COUNTY,Grade 11,8
2014-2015,18,TERRELL COUNTY,Grade 12,9
2014-2015,17,TERRY COUNTY,Early Education,13
2014-2015,17,TERRY COUNTY,Pre-kindergarten,173
2014-2015,17,TERRY COUNTY,Kindergarten,205
2014-2015,17,TERRY COUNTY,Grade  1,189
2014-2015,17,TERRY COUNTY,Grade  2,195
2014-2015,17,TERRY COUNTY,Grade  3,175
2014-2015,17,TERRY COUNTY,Grade  4,165
2014-2015,17,TERRY COUNTY,Grade  5,169
2014-2015,17,TERRY COUNTY,Grade  6,183
2014-2015,17,TERRY COUNTY,Grade  7,161
2014-2015,17,TERRY COUNTY,Grade  8,160
2014-2015,17,TERRY COUNTY,Grade  9,170
2014-2015,17,TERRY COUNTY,Grade 10,173
2014-2015,17,TERRY COUNTY,Grade 11,154
2014-2015,17,TERRY COUNTY,Grade 12,130
2014-2015,9,THROCKMORTON COUNTY,Early Education,-9999999
2014-2015,9,THROCKMORTON COUNTY,Pre-kindergarten,16
2014-2015,9,THROCKMORTON COUNTY,Kindergarten,20
2014-2015,9,THROCKMORTON COUNTY,Grade  1,28
2014-2015,9,THROCKMORTON COUNTY,Grade  2,21
2014-2015,9,THROCKMORTON COUNTY,Grade  3,25
2014-2015,9,THROCKMORTON COUNTY,Grade  4,27
2014-2015,9,THROCKMORTON COUNTY,Grade  5,25
2014-2015,9,THROCKMORTON COUNTY,Grade  6,24
2014-2015,9,THROCKMORTON COUNTY,Grade  7,31
2014-2015,9,THROCKMORTON COUNTY,Grade  8,26
2014-2015,9,THROCKMORTON COUNTY,Grade  9,21
2014-2015,9,THROCKMORTON COUNTY,Grade 10,28
2014-2015,9,THROCKMORTON COUNTY,Grade 11,25
2014-2015,9,THROCKMORTON COUNTY,Grade 12,22
2014-2015,8,TITUS COUNTY,Early Education,91
2014-2015,8,TITUS COUNTY,Pre-kindergarten,466
2014-2015,8,TITUS COUNTY,Kindergarten,568
2014-2015,8,TITUS COUNTY,Grade  1,615
2014-2015,8,TITUS COUNTY,Grade  2,589
2014-2015,8,TITUS COUNTY,Grade  3,535
2014-2015,8,TITUS COUNTY,Grade  4,518
2014-2015,8,TITUS COUNTY,Grade  5,517
2014-2015,8,TITUS COUNTY,Grade  6,451
2014-2015,8,TITUS COUNTY,Grade  7,467
2014-2015,8,TITUS COUNTY,Grade  8,515
2014-2015,8,TITUS COUNTY,Grade  9,503
2014-2015,8,TITUS COUNTY,Grade 10,446
2014-2015,8,TITUS COUNTY,Grade 11,430
2014-2015,8,TITUS COUNTY,Grade 12,400
2014-2015,15,TOM GREEN COUNTY,Early Education,593
2014-2015,15,TOM GREEN COUNTY,Pre-kindergarten,298
2014-2015,15,TOM GREEN COUNTY,Kindergarten,1648
2014-2015,15,TOM GREEN COUNTY,Grade  1,1778
2014-2015,15,TOM GREEN COUNTY,Grade  2,1665
2014-2015,15,TOM GREEN COUNTY,Grade  3,1597
2014-2015,15,TOM GREEN COUNTY,Grade  4,1536
2014-2015,15,TOM GREEN COUNTY,Grade  5,1484
2014-2015,15,TOM GREEN COUNTY,Grade  6,1487
2014-2015,15,TOM GREEN COUNTY,Grade  7,1361
2014-2015,15,TOM GREEN COUNTY,Grade  8,1418
2014-2015,15,TOM GREEN COUNTY,Grade  9,1507
2014-2015,15,TOM GREEN COUNTY,Grade 10,1398
2014-2015,15,TOM GREEN COUNTY,Grade 11,1281
2014-2015,15,TOM GREEN COUNTY,Grade 12,1181
2014-2015,13,TRAVIS COUNTY,Early Education,723
2014-2015,13,TRAVIS COUNTY,Pre-kindergarten,7115
2014-2015,13,TRAVIS COUNTY,Kindergarten,13057
2014-2015,13,TRAVIS COUNTY,Grade  1,13577
2014-2015,13,TRAVIS COUNTY,Grade  2,13258
2014-2015,13,TRAVIS COUNTY,Grade  3,12801
2014-2015,13,TRAVIS COUNTY,Grade  4,12182
2014-2015,13,TRAVIS COUNTY,Grade  5,12220
2014-2015,13,TRAVIS COUNTY,Grade  6,11684
2014-2015,13,TRAVIS COUNTY,Grade  7,11411
2014-2015,13,TRAVIS COUNTY,Grade  8,11302
2014-2015,13,TRAVIS COUNTY,Grade  9,12362
2014-2015,13,TRAVIS COUNTY,Grade 10,10539
2014-2015,13,TRAVIS COUNTY,Grade 11,9633
2014-2015,13,TRAVIS COUNTY,Grade 12,8917
2014-2015,6,TRINITY COUNTY,Early Education,-9999999
2014-2015,6,TRINITY COUNTY,Pre-kindergarten,154
2014-2015,6,TRINITY COUNTY,Kindergarten,157
2014-2015,6,TRINITY COUNTY,Grade  1,174
2014-2015,6,TRINITY COUNTY,Grade  2,161
2014-2015,6,TRINITY COUNTY,Grade  3,169
2014-2015,6,TRINITY COUNTY,Grade  4,154
2014-2015,6,TRINITY COUNTY,Grade  5,167
2014-2015,6,TRINITY COUNTY,Grade  6,171
2014-2015,6,TRINITY COUNTY,Grade  7,146
2014-2015,6,TRINITY COUNTY,Grade  8,184
2014-2015,6,TRINITY COUNTY,Grade  9,160
2014-2015,6,TRINITY COUNTY,Grade 10,167
2014-2015,6,TRINITY COUNTY,Grade 11,166
2014-2015,6,TRINITY COUNTY,Grade 12,158
2014-2015,5,TYLER COUNTY,Early Education,7
2014-2015,5,TYLER COUNTY,Pre-kindergarten,172
2014-2015,5,TYLER COUNTY,Kindergarten,255
2014-2015,5,TYLER COUNTY,Grade  1,264
2014-2015,5,TYLER COUNTY,Grade  2,254
2014-2015,5,TYLER COUNTY,Grade  3,258
2014-2015,5,TYLER COUNTY,Grade  4,270
2014-2015,5,TYLER COUNTY,Grade  5,263
2014-2015,5,TYLER COUNTY,Grade  6,241
2014-2015,5,TYLER COUNTY,Grade  7,271
2014-2015,5,TYLER COUNTY,Grade  8,256
2014-2015,5,TYLER COUNTY,Grade  9,285
2014-2015,5,TYLER COUNTY,Grade 10,265
2014-2015,5,TYLER COUNTY,Grade 11,242
2014-2015,5,TYLER COUNTY,Grade 12,222
2014-2015,7,UPSHUR COUNTY,Early Education,22
2014-2015,7,UPSHUR COUNTY,Pre-kindergarten,263
2014-2015,7,UPSHUR COUNTY,Kindergarten,484
2014-2015,7,UPSHUR COUNTY,Grade  1,550
2014-2015,7,UPSHUR COUNTY,Grade  2,568
2014-2015,7,UPSHUR COUNTY,Grade  3,542
2014-2015,7,UPSHUR COUNTY,Grade  4,523
2014-2015,7,UPSHUR COUNTY,Grade  5,509
2014-2015,7,UPSHUR COUNTY,Grade  6,580
2014-2015,7,UPSHUR COUNTY,Grade  7,549
2014-2015,7,UPSHUR COUNTY,Grade  8,528
2014-2015,7,UPSHUR COUNTY,Grade  9,537
2014-2015,7,UPSHUR COUNTY,Grade 10,517
2014-2015,7,UPSHUR COUNTY,Grade 11,473
2014-2015,7,UPSHUR COUNTY,Grade 12,476
2014-2015,18,UPTON COUNTY,Early Education,-9999999
2014-2015,18,UPTON COUNTY,Pre-kindergarten,31
2014-2015,18,UPTON COUNTY,Kindergarten,76
2014-2015,18,UPTON COUNTY,Grade  1,65
2014-2015,18,UPTON COUNTY,Grade  2,42
2014-2015,18,UPTON COUNTY,Grade  3,55
2014-2015,18,UPTON COUNTY,Grade  4,83
2014-2015,18,UPTON COUNTY,Grade  5,70
2014-2015,18,UPTON COUNTY,Grade  6,60
2014-2015,18,UPTON COUNTY,Grade  7,57
2014-2015,18,UPTON COUNTY,Grade  8,59
2014-2015,18,UPTON COUNTY,Grade  9,52
2014-2015,18,UPTON COUNTY,Grade 10,61
2014-2015,18,UPTON COUNTY,Grade 11,50
2014-2015,18,UPTON COUNTY,Grade 12,61
2014-2015,20,UVALDE COUNTY,Early Education,36
2014-2015,20,UVALDE COUNTY,Pre-kindergarten,342
2014-2015,20,UVALDE COUNTY,Kindergarten,456
2014-2015,20,UVALDE COUNTY,Grade  1,463
2014-2015,20,UVALDE COUNTY,Grade  2,417
2014-2015,20,UVALDE COUNTY,Grade  3,416
2014-2015,20,UVALDE COUNTY,Grade  4,429
2014-2015,20,UVALDE COUNTY,Grade  5,439
2014-2015,20,UVALDE COUNTY,Grade  6,388
2014-2015,20,UVALDE COUNTY,Grade  7,418
2014-2015,20,UVALDE COUNTY,Grade  8,467
2014-2015,20,UVALDE COUNTY,Grade  9,486
2014-2015,20,UVALDE COUNTY,Grade 10,460
2014-2015,20,UVALDE COUNTY,Grade 11,353
2014-2015,20,UVALDE COUNTY,Grade 12,331
2014-2015,15,VAL VERDE COUNTY,Early Education,28
2014-2015,15,VAL VERDE COUNTY,Pre-kindergarten,494
2014-2015,15,VAL VERDE COUNTY,Kindergarten,817
2014-2015,15,VAL VERDE COUNTY,Grade  1,907
2014-2015,15,VAL VERDE COUNTY,Grade  2,794
2014-2015,15,VAL VERDE COUNTY,Grade  3,801
2014-2015,15,VAL VERDE COUNTY,Grade  4,850
2014-2015,15,VAL VERDE COUNTY,Grade  5,831
2014-2015,15,VAL VERDE COUNTY,Grade  6,785
2014-2015,15,VAL VERDE COUNTY,Grade  7,775
2014-2015,15,VAL VERDE COUNTY,Grade  8,769
2014-2015,15,VAL VERDE COUNTY,Grade  9,833
2014-2015,15,VAL VERDE COUNTY,Grade 10,809
2014-2015,15,VAL VERDE COUNTY,Grade 11,719
2014-2015,15,VAL VERDE COUNTY,Grade 12,660
2014-2015,7,VAN ZANDT COUNTY/07,Early Education,5
2014-2015,7,VAN ZANDT COUNTY/07,Pre-kindergarten,218
2014-2015,7,VAN ZANDT COUNTY/07,Kindergarten,359
2014-2015,7,VAN ZANDT COUNTY/07,Grade  1,374
2014-2015,7,VAN ZANDT COUNTY/07,Grade  2,391
2014-2015,7,VAN ZANDT COUNTY/07,Grade  3,359
2014-2015,7,VAN ZANDT COUNTY/07,Grade  4,367
2014-2015,7,VAN ZANDT COUNTY/07,Grade  5,375
2014-2015,7,VAN ZANDT COUNTY/07,Grade  6,369
2014-2015,7,VAN ZANDT COUNTY/07,Grade  7,415
2014-2015,7,VAN ZANDT COUNTY/07,Grade  8,417
2014-2015,7,VAN ZANDT COUNTY/07,Grade  9,478
2014-2015,7,VAN ZANDT COUNTY/07,Grade 10,432
2014-2015,7,VAN ZANDT COUNTY/07,Grade 11,434
2014-2015,7,VAN ZANDT COUNTY/07,Grade 12,382
2014-2015,10,VAN ZANDT COUNTY/10,Early Education,8
2014-2015,10,VAN ZANDT COUNTY/10,Pre-kindergarten,137
2014-2015,10,VAN ZANDT COUNTY/10,Kindergarten,347
2014-2015,10,VAN ZANDT COUNTY/10,Grade  1,342
2014-2015,10,VAN ZANDT COUNTY/10,Grade  2,353
2014-2015,10,VAN ZANDT COUNTY/10,Grade  3,342
2014-2015,10,VAN ZANDT COUNTY/10,Grade  4,303
2014-2015,10,VAN ZANDT COUNTY/10,Grade  5,312
2014-2015,10,VAN ZANDT COUNTY/10,Grade  6,311
2014-2015,10,VAN ZANDT COUNTY/10,Grade  7,357
2014-2015,10,VAN ZANDT COUNTY/10,Grade  8,362
2014-2015,10,VAN ZANDT COUNTY/10,Grade  9,398
2014-2015,10,VAN ZANDT COUNTY/10,Grade 10,348
2014-2015,10,VAN ZANDT COUNTY/10,Grade 11,285
2014-2015,10,VAN ZANDT COUNTY/10,Grade 12,288
2014-2015,AL,VAN ZANDT COUNTY/ALL,Early Education,13
2014-2015,AL,VAN ZANDT COUNTY/ALL,Pre-kindergarten,355
2014-2015,AL,VAN ZANDT COUNTY/ALL,Kindergarten,706
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  1,716
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  2,744
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  3,701
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  4,670
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  5,687
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  6,680
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  7,772
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  8,779
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade  9,876
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade 10,780
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade 11,719
2014-2015,AL,VAN ZANDT COUNTY/ALL,Grade 12,670
2014-2015,3,VICTORIA COUNTY,Early Education,85
2014-2015,3,VICTORIA COUNTY,Pre-kindergarten,607
2014-2015,3,VICTORIA COUNTY,Kindergarten,1218
2014-2015,3,VICTORIA COUNTY,Grade  1,1327
2014-2015,3,VICTORIA COUNTY,Grade  2,1293
2014-2015,3,VICTORIA COUNTY,Grade  3,1202
2014-2015,3,VICTORIA COUNTY,Grade  4,1211
2014-2015,3,VICTORIA COUNTY,Grade  5,1168
2014-2015,3,VICTORIA COUNTY,Grade  6,1109
2014-2015,3,VICTORIA COUNTY,Grade  7,1106
2014-2015,3,VICTORIA COUNTY,Grade  8,1142
2014-2015,3,VICTORIA COUNTY,Grade  9,1265
2014-2015,3,VICTORIA COUNTY,Grade 10,1118
2014-2015,3,VICTORIA COUNTY,Grade 11,874
2014-2015,3,VICTORIA COUNTY,Grade 12,798
2014-2015,6,WALKER COUNTY,Early Education,57
2014-2015,6,WALKER COUNTY,Pre-kindergarten,369
2014-2015,6,WALKER COUNTY,Kindergarten,583
2014-2015,6,WALKER COUNTY,Grade  1,564
2014-2015,6,WALKER COUNTY,Grade  2,580
2014-2015,6,WALKER COUNTY,Grade  3,558
2014-2015,6,WALKER COUNTY,Grade  4,536
2014-2015,6,WALKER COUNTY,Grade  5,532
2014-2015,6,WALKER COUNTY,Grade  6,543
2014-2015,6,WALKER COUNTY,Grade  7,599
2014-2015,6,WALKER COUNTY,Grade  8,572
2014-2015,6,WALKER COUNTY,Grade  9,721
2014-2015,6,WALKER COUNTY,Grade 10,529
2014-2015,6,WALKER COUNTY,Grade 11,515
2014-2015,6,WALKER COUNTY,Grade 12,477
2014-2015,4,WALLER COUNTY,Early Education,28
2014-2015,4,WALLER COUNTY,Pre-kindergarten,449
2014-2015,4,WALLER COUNTY,Kindergarten,796
2014-2015,4,WALLER COUNTY,Grade  1,829
2014-2015,4,WALLER COUNTY,Grade  2,852
2014-2015,4,WALLER COUNTY,Grade  3,770
2014-2015,4,WALLER COUNTY,Grade  4,714
2014-2015,4,WALLER COUNTY,Grade  5,698
2014-2015,4,WALLER COUNTY,Grade  6,690
2014-2015,4,WALLER COUNTY,Grade  7,735
2014-2015,4,WALLER COUNTY,Grade  8,760
2014-2015,4,WALLER COUNTY,Grade  9,819
2014-2015,4,WALLER COUNTY,Grade 10,702
2014-2015,4,WALLER COUNTY,Grade 11,588
2014-2015,4,WALLER COUNTY,Grade 12,512
2014-2015,18,WARD COUNTY,Early Education,9
2014-2015,18,WARD COUNTY,Pre-kindergarten,62
2014-2015,18,WARD COUNTY,Kindergarten,201
2014-2015,18,WARD COUNTY,Grade  1,219
2014-2015,18,WARD COUNTY,Grade  2,209
2014-2015,18,WARD COUNTY,Grade  3,179
2014-2015,18,WARD COUNTY,Grade  4,185
2014-2015,18,WARD COUNTY,Grade  5,203
2014-2015,18,WARD COUNTY,Grade  6,175
2014-2015,18,WARD COUNTY,Grade  7,187
2014-2015,18,WARD COUNTY,Grade  8,177
2014-2015,18,WARD COUNTY,Grade  9,187
2014-2015,18,WARD COUNTY,Grade 10,168
2014-2015,18,WARD COUNTY,Grade 11,128
2014-2015,18,WARD COUNTY,Grade 12,124
2014-2015,6,WASHINGTON COUNTY,Early Education,25
2014-2015,6,WASHINGTON COUNTY,Pre-kindergarten,258
2014-2015,6,WASHINGTON COUNTY,Kindergarten,379
2014-2015,6,WASHINGTON COUNTY,Grade  1,377
2014-2015,6,WASHINGTON COUNTY,Grade  2,393
2014-2015,6,WASHINGTON COUNTY,Grade  3,356
2014-2015,6,WASHINGTON COUNTY,Grade  4,390
2014-2015,6,WASHINGTON COUNTY,Grade  5,380
2014-2015,6,WASHINGTON COUNTY,Grade  6,358
2014-2015,6,WASHINGTON COUNTY,Grade  7,392
2014-2015,6,WASHINGTON COUNTY,Grade  8,422
2014-2015,6,WASHINGTON COUNTY,Grade  9,437
2014-2015,6,WASHINGTON COUNTY,Grade 10,396
2014-2015,6,WASHINGTON COUNTY,Grade 11,360
2014-2015,6,WASHINGTON COUNTY,Grade 12,358
2014-2015,1,WEBB COUNTY,Early Education,108
2014-2015,1,WEBB COUNTY,Pre-kindergarten,3837
2014-2015,1,WEBB COUNTY,Kindergarten,4835
2014-2015,1,WEBB COUNTY,Grade  1,5424
2014-2015,1,WEBB COUNTY,Grade  2,5270
2014-2015,1,WEBB COUNTY,Grade  3,5135
2014-2015,1,WEBB COUNTY,Grade  4,5032
2014-2015,1,WEBB COUNTY,Grade  5,4964
2014-2015,1,WEBB COUNTY,Grade  6,4825
2014-2015,1,WEBB COUNTY,Grade  7,5102
2014-2015,1,WEBB COUNTY,Grade  8,5058
2014-2015,1,WEBB COUNTY,Grade  9,5692
2014-2015,1,WEBB COUNTY,Grade 10,4946
2014-2015,1,WEBB COUNTY,Grade 11,4239
2014-2015,1,WEBB COUNTY,Grade 12,4343
2014-2015,3,WHARTON COUNTY,Early Education,38
2014-2015,3,WHARTON COUNTY,Pre-kindergarten,307
2014-2015,3,WHARTON COUNTY,Kindergarten,573
2014-2015,3,WHARTON COUNTY,Grade  1,624
2014-2015,3,WHARTON COUNTY,Grade  2,667
2014-2015,3,WHARTON COUNTY,Grade  3,651
2014-2015,3,WHARTON COUNTY,Grade  4,656
2014-2015,3,WHARTON COUNTY,Grade  5,632
2014-2015,3,WHARTON COUNTY,Grade  6,637
2014-2015,3,WHARTON COUNTY,Grade  7,646
2014-2015,3,WHARTON COUNTY,Grade  8,643
2014-2015,3,WHARTON COUNTY,Grade  9,685
2014-2015,3,WHARTON COUNTY,Grade 10,631
2014-2015,3,WHARTON COUNTY,Grade 11,513
2014-2015,3,WHARTON COUNTY,Grade 12,502
2014-2015,16,WHEELER COUNTY,Early Education,-9999999
2014-2015,16,WHEELER COUNTY,Pre-kindergarten,95
2014-2015,16,WHEELER COUNTY,Kindergarten,97
2014-2015,16,WHEELER COUNTY,Grade  1,89
2014-2015,16,WHEELER COUNTY,Grade  2,84
2014-2015,16,WHEELER COUNTY,Grade  3,85
2014-2015,16,WHEELER COUNTY,Grade  4,92
2014-2015,16,WHEELER COUNTY,Grade  5,91
2014-2015,16,WHEELER COUNTY,Grade  6,94
2014-2015,16,WHEELER COUNTY,Grade  7,87
2014-2015,16,WHEELER COUNTY,Grade  8,77
2014-2015,16,WHEELER COUNTY,Grade  9,74
2014-2015,16,WHEELER COUNTY,Grade 10,94
2014-2015,16,WHEELER COUNTY,Grade 11,73
2014-2015,16,WHEELER COUNTY,Grade 12,88
2014-2015,9,WICHITA COUNTY,Early Education,121
2014-2015,9,WICHITA COUNTY,Pre-kindergarten,1261
2014-2015,9,WICHITA COUNTY,Kindergarten,1630
2014-2015,9,WICHITA COUNTY,Grade  1,1671
2014-2015,9,WICHITA COUNTY,Grade  2,1627
2014-2015,9,WICHITA COUNTY,Grade  3,1531
2014-2015,9,WICHITA COUNTY,Grade  4,1460
2014-2015,9,WICHITA COUNTY,Grade  5,1560
2014-2015,9,WICHITA COUNTY,Grade  6,1403
2014-2015,9,WICHITA COUNTY,Grade  7,1487
2014-2015,9,WICHITA COUNTY,Grade  8,1450
2014-2015,9,WICHITA COUNTY,Grade  9,1422
2014-2015,9,WICHITA COUNTY,Grade 10,1401
2014-2015,9,WICHITA COUNTY,Grade 11,1413
2014-2015,9,WICHITA COUNTY,Grade 12,1319
2014-2015,9,WILBARGER COUNTY,Early Education,13
2014-2015,9,WILBARGER COUNTY,Pre-kindergarten,69
2014-2015,9,WILBARGER COUNTY,Kindergarten,195
2014-2015,9,WILBARGER COUNTY,Grade  1,195
2014-2015,9,WILBARGER COUNTY,Grade  2,172
2014-2015,9,WILBARGER COUNTY,Grade  3,202
2014-2015,9,WILBARGER COUNTY,Grade  4,199
2014-2015,9,WILBARGER COUNTY,Grade  5,185
2014-2015,9,WILBARGER COUNTY,Grade  6,194
2014-2015,9,WILBARGER COUNTY,Grade  7,180
2014-2015,9,WILBARGER COUNTY,Grade  8,186
2014-2015,9,WILBARGER COUNTY,Grade  9,202
2014-2015,9,WILBARGER COUNTY,Grade 10,162
2014-2015,9,WILBARGER COUNTY,Grade 11,159
2014-2015,9,WILBARGER COUNTY,Grade 12,147
2014-2015,1,WILLACY COUNTY,Early Education,8
2014-2015,1,WILLACY COUNTY,Pre-kindergarten,224
2014-2015,1,WILLACY COUNTY,Kindergarten,300
2014-2015,1,WILLACY COUNTY,Grade  1,343
2014-2015,1,WILLACY COUNTY,Grade  2,333
2014-2015,1,WILLACY COUNTY,Grade  3,332
2014-2015,1,WILLACY COUNTY,Grade  4,347
2014-2015,1,WILLACY COUNTY,Grade  5,327
2014-2015,1,WILLACY COUNTY,Grade  6,327
2014-2015,1,WILLACY COUNTY,Grade  7,350
2014-2015,1,WILLACY COUNTY,Grade  8,326
2014-2015,1,WILLACY COUNTY,Grade  9,303
2014-2015,1,WILLACY COUNTY,Grade 10,312
2014-2015,1,WILLACY COUNTY,Grade 11,269
2014-2015,1,WILLACY COUNTY,Grade 12,315
2014-2015,13,WILLIAMSON COUNTY,Early Education,751
2014-2015,13,WILLIAMSON COUNTY,Pre-kindergarten,1937
2014-2015,13,WILLIAMSON COUNTY,Kindergarten,7920
2014-2015,13,WILLIAMSON COUNTY,Grade  1,8397
2014-2015,13,WILLIAMSON COUNTY,Grade  2,8402
2014-2015,13,WILLIAMSON COUNTY,Grade  3,8400
